User ID,Age,Gender,Location,Diet Type,Diet Duration (years),Reason for Diet,Dietary Transition,Favorite Cuisine,Cooking Skill,Exercise Habits,Favorite Activity,Alcohol Consumption,Smoking Habits,Education Level,Occupation,Income Level,Relationship History,Children,Pets,Travel Preference,Music Taste,Movie Preference,Reading Habits,Online Activity,App Usage Frequency,Event Attendance,Referral Source,Account Duration,Profile Completeness,Response Rate,Safety Concerns,Matched
4510,21,Other,Philadelphia,Vegan,15,Religious,Overnight,Mediterranean,9,Weekly,Music,Socially,Regularly,Master's,Engineer,Middle,4,Yes,Yes,Relaxing,Pop,Documentary,18,4,Daily,Rarely,Online Ad,19,50,Often,Yes,No
4511,27,Female,San Diego,Pescatarian,9,Health,Overnight,Asian,1,Daily,Reading,Never,Never,Master's,Engineer,Low,5,No,Yes,Adventurous,Rock,Comedy,10,8,Monthly,Rarely,Online Ad,19,97,Always,No,No
4512,19,Male,Los Angeles,Raw Vegan,6,Religious,In Phases,Indian,3,Weekly,Yoga,Socially,Never,Bachelor's,Engineer,Middle,3,No,No,Cultural,Jazz,Action,1,9,Monthly,Rarely,Online Ad,7,93,Often,No,No
4513,31,Male,San Diego,Pescatarian,15,Religious,Gradual,Mediterranean,7,Rarely,Hiking,Socially,Regularly,Bachelor's,Doctor,Middle,2,No,Yes,Relaxing,Rock,Action,15,1,Monthly,Rarely,Online Ad,13,58,Rarely,No,No
4514,46,Male,Los Angeles,Pescatarian,2,Environmental,Overnight,Asian,9,Weekly,Yoga,Socially,Regularly,Bachelor's,Entrepreneur,Low,3,No,No,Cultural,Rock,Action,10,8,Weekly,Often,Friends,19,97,Rarely,No,No
4515,32,Female,Los Angeles,Vegan,8,Religious,Gradual,Mediterranean,8,Rarely,Reading,Regularly,Regularly,High School,Teacher,Middle,0,Yes,Yes,Adventurous,Jazz,Documentary,14,4,Weekly,Never,Online Ad,24,73,Always,No,No
4516,47,Male,San Antonio,Raw Vegan,7,Religious,Overnight,Indian,7,Weekly,Yoga,Regularly,Socially,Master's,Engineer,High,3,No,No,Relaxing,Jazz,Documentary,9,10,Monthly,Rarely,Friends,15,95,Often,No,Yes
4517,18,Male,San Jose,Raw Vegan,15,Ethical,Gradual,Indian,8,Weekly,Yoga,Regularly,Socially,High School,Artist,Low,5,No,Yes,Relaxing,Rock,Action,17,7,Monthly,Never,Friends,9,73,Often,No,Yes
4518,39,Female,Philadelphia,Pescatarian,15,Environmental,Gradual,Asian,1,Rarely,Reading,Socially,Regularly,Master's,Entrepreneur,Low,5,No,No,Cultural,Rock,Action,8,6,Daily,Often,Social Media,4,63,Often,No,No
4519,42,Female,San Jose,Vegetarian,5,Health,In Phases,Indian,4,Rarely,Music,Socially,Regularly,Bachelor's,Engineer,Low,2,No,Yes,Adventurous,Rock,Documentary,8,9,Daily,Rarely,Social Media,1,64,Always,No,No
4520,19,Male,San Diego,Raw Vegan,6,Religious,In Phases,Indian,2,Weekly,Yoga,Socially,Never,High School,Artist,High,1,No,Yes,Adventurous,Classical,Action,11,8,Daily,Rarely,Social Media,17,55,Always,No,Yes
4521,28,Female,Philadelphia,Raw Vegan,13,Environmental,In Phases,Western,4,Daily,Hiking,Socially,Socially,High School,Artist,High,3,No,Yes,Cultural,Jazz,Documentary,18,9,Monthly,Often,Friends,22,55,Rarely,No,No
4522,50,Female,San Jose,Vegan,1,Ethical,In Phases,Indian,5,Rarely,Yoga,Socially,Socially,PhD,Doctor,Middle,5,No,Yes,Adventurous,Pop,Romance,17,10,Daily,Often,Friends,2,55,Always,Yes,No
4523,50,Male,Phoenix,Pescatarian,19,Health,In Phases,Indian,6,Weekly,Hiking,Regularly,Never,PhD,Entrepreneur,Middle,5,Yes,Yes,Rarely Travel,Rock,Action,20,3,Daily,Never,Social Media,11,88,Often,No,No
4524,18,Male,Chicago,Raw Vegan,4,Religious,In Phases,Western,5,Weekly,Music,Socially,Regularly,PhD,Entrepreneur,Middle,3,Yes,No,Adventurous,Rock,Romance,8,1,Weekly,Rarely,Friends,11,60,Rarely,No,Yes
4525,23,Male,Chicago,Raw Vegan,8,Ethical,Gradual,Asian,1,Weekly,Yoga,Socially,Never,Bachelor's,Teacher,Low,2,Yes,No,Relaxing,Rock,Documentary,16,4,Weekly,Often,Online Ad,18,79,Always,No,No
4526,34,Male,San Jose,Raw Vegan,16,Ethical,Gradual,Asian,6,Daily,Hiking,Socially,Never,Master's,Teacher,High,0,No,No,Adventurous,Pop,Romance,4,2,Monthly,Never,Online Ad,21,86,Always,No,No
4527,37,Male,Phoenix,Pescatarian,6,Environmental,Gradual,Asian,5,Daily,Hiking,Never,Regularly,PhD,Entrepreneur,Middle,2,No,No,Cultural,Jazz,Comedy,4,4,Weekly,Often,Online Ad,5,75,Often,No,Yes
4528,39,Male,San Jose,Raw Vegan,20,Religious,In Phases,Western,10,Rarely,Reading,Socially,Regularly,High School,Artist,Middle,1,Yes,No,Adventurous,Rock,Action,16,4,Daily,Rarely,Online Ad,19,57,Always,No,No
4529,46,Female,San Jose,Pescatarian,14,Health,Overnight,Asian,7,Rarely,Yoga,Regularly,Never,PhD,Teacher,High,4,Yes,No,Cultural,Jazz,Romance,3,6,Monthly,Never,Friends,22,100,Rarely,No,No
4530,48,Female,San Antonio,Pescatarian,9,Religious,In Phases,Mediterranean,9,Rarely,Reading,Never,Regularly,PhD,Entrepreneur,Low,2,No,Yes,Rarely Travel,Classical,Action,1,5,Weekly,Rarely,Friends,15,86,Often,No,No
4531,32,Female,San Diego,Vegan,3,Ethical,In Phases,Indian,3,Rarely,Yoga,Regularly,Never,High School,Engineer,High,2,No,No,Adventurous,Classical,Documentary,20,6,Monthly,Rarely,Online Ad,20,50,Always,No,Yes
4532,48,Female,Houston,Vegan,19,Health,In Phases,Mediterranean,7,Rarely,Music,Regularly,Regularly,Bachelor's,Doctor,Low,5,No,No,Rarely Travel,Classical,Action,9,3,Monthly,Rarely,Friends,2,96,Often,No,Yes
4533,36,Female,Dallas,Vegan,14,Ethical,Gradual,Mediterranean,10,Rarely,Reading,Regularly,Socially,Bachelor's,Artist,Middle,2,No,Yes,Cultural,Classical,Comedy,12,5,Monthly,Never,Friends,9,85,Rarely,No,No
4534,35,Male,Houston,Vegan,19,Health,Overnight,Indian,6,Weekly,Music,Socially,Never,PhD,Doctor,Low,2,No,Yes,Adventurous,Pop,Documentary,5,1,Weekly,Never,Social Media,23,86,Always,No,No
4535,40,Female,San Jose,Raw Vegan,7,Ethical,Overnight,Asian,6,Rarely,Reading,Regularly,Regularly,High School,Artist,Low,3,No,Yes,Adventurous,Pop,Documentary,18,2,Monthly,Often,Social Media,9,60,Often,No,No
4536,44,Female,Dallas,Vegetarian,15,Environmental,Gradual,Indian,5,Daily,Reading,Regularly,Socially,High School,Teacher,Middle,0,Yes,No,Relaxing,Classical,Comedy,7,7,Weekly,Rarely,Social Media,8,99,Always,Yes,No
4537,33,Male,Chicago,Vegetarian,1,Environmental,Gradual,Mediterranean,4,Daily,Hiking,Never,Never,Master's,Entrepreneur,High,0,No,No,Cultural,Jazz,Romance,12,1,Daily,Never,Online Ad,14,85,Always,Yes,No
4538,21,Female,Philadelphia,Vegetarian,18,Health,Gradual,Asian,10,Weekly,Reading,Never,Regularly,PhD,Artist,Low,1,No,No,Relaxing,Rock,Romance,19,7,Monthly,Rarely,Friends,23,91,Always,No,No
4539,42,Male,New York,Vegan,18,Environmental,Gradual,Indian,6,Weekly,Music,Never,Never,High School,Teacher,High,2,No,No,Relaxing,Rock,Comedy,17,9,Daily,Never,Social Media,10,78,Always,No,No
4540,36,Male,San Diego,Vegetarian,10,Environmental,In Phases,Indian,8,Weekly,Yoga,Never,Never,PhD,Entrepreneur,Low,1,No,No,Rarely Travel,Jazz,Romance,6,9,Weekly,Often,Online Ad,16,57,Often,Yes,Yes
4541,23,Female,Chicago,Raw Vegan,13,Religious,In Phases,Western,1,Daily,Yoga,Socially,Never,Master's,Teacher,High,5,No,No,Adventurous,Jazz,Documentary,9,2,Daily,Never,Friends,11,71,Rarely,No,No
4542,50,Female,Phoenix,Vegetarian,3,Environmental,In Phases,Mediterranean,8,Rarely,Reading,Never,Never,High School,Entrepreneur,Middle,5,Yes,No,Rarely Travel,Classical,Romance,4,7,Weekly,Never,Online Ad,13,96,Often,No,Yes
4543,28,Female,Chicago,Pescatarian,11,Health,Gradual,Mediterranean,2,Rarely,Yoga,Never,Socially,High School,Entrepreneur,Middle,5,Yes,Yes,Relaxing,Classical,Action,17,10,Monthly,Often,Social Media,16,82,Often,No,No
4544,34,Female,New York,Vegetarian,5,Ethical,In Phases,Indian,8,Weekly,Hiking,Never,Socially,High School,Artist,Low,1,Yes,No,Relaxing,Pop,Comedy,18,2,Monthly,Never,Social Media,2,98,Often,No,Yes
4545,27,Female,San Diego,Raw Vegan,19,Health,Gradual,Western,7,Weekly,Music,Never,Socially,PhD,Doctor,High,0,No,Yes,Relaxing,Jazz,Action,18,1,Weekly,Often,Social Media,7,51,Always,No,No
4546,35,Male,New York,Raw Vegan,16,Environmental,Overnight,Asian,2,Rarely,Reading,Socially,Socially,PhD,Artist,High,3,No,Yes,Rarely Travel,Pop,Romance,19,8,Daily,Rarely,Social Media,16,99,Rarely,No,Yes
4547,49,Female,Chicago,Pescatarian,7,Health,In Phases,Asian,4,Daily,Hiking,Never,Socially,Master's,Artist,Middle,4,Yes,Yes,Rarely Travel,Pop,Comedy,14,8,Monthly,Often,Friends,21,71,Always,No,No
4548,37,Female,San Diego,Raw Vegan,5,Religious,Overnight,Asian,6,Rarely,Reading,Regularly,Never,Master's,Teacher,Middle,0,Yes,Yes,Adventurous,Pop,Comedy,18,7,Weekly,Rarely,Friends,15,58,Rarely,No,Yes
4549,18,Female,Chicago,Vegetarian,11,Health,Overnight,Western,10,Daily,Hiking,Socially,Never,Bachelor's,Doctor,Low,4,Yes,No,Relaxing,Pop,Documentary,15,8,Weekly,Rarely,Friends,8,91,Always,Yes,No
4550,33,Female,Los Angeles,Pescatarian,4,Environmental,Gradual,Asian,3,Weekly,Reading,Regularly,Socially,Bachelor's,Engineer,Middle,5,No,Yes,Cultural,Rock,Comedy,11,9,Weekly,Never,Social Media,20,95,Often,No,Yes
4551,39,Female,San Antonio,Vegetarian,12,Religious,Gradual,Indian,7,Daily,Music,Socially,Regularly,Master's,Artist,High,2,No,Yes,Cultural,Rock,Documentary,17,9,Daily,Often,Friends,11,91,Always,No,No
4552,49,Female,Los Angeles,Vegetarian,6,Environmental,In Phases,Indian,2,Daily,Hiking,Socially,Regularly,PhD,Artist,High,1,Yes,Yes,Adventurous,Jazz,Comedy,17,10,Weekly,Never,Social Media,1,72,Rarely,No,Yes
4553,36,Female,Los Angeles,Vegetarian,14,Health,In Phases,Mediterranean,2,Rarely,Reading,Never,Never,Bachelor's,Teacher,Low,1,Yes,Yes,Adventurous,Jazz,Comedy,16,1,Monthly,Never,Friends,8,94,Often,No,Yes
4554,41,Male,Phoenix,Raw Vegan,14,Health,Overnight,Asian,6,Weekly,Hiking,Socially,Regularly,Master's,Artist,Middle,0,No,No,Relaxing,Jazz,Romance,8,5,Daily,Often,Friends,8,89,Often,No,No
4555,22,Male,Philadelphia,Vegan,4,Ethical,Overnight,Indian,10,Weekly,Hiking,Socially,Socially,Master's,Entrepreneur,Low,3,No,No,Rarely Travel,Pop,Comedy,11,5,Weekly,Rarely,Social Media,8,85,Rarely,No,No
4556,46,Female,Dallas,Vegetarian,10,Ethical,Gradual,Western,7,Rarely,Yoga,Socially,Never,Master's,Engineer,Middle,4,No,No,Adventurous,Jazz,Romance,10,2,Daily,Often,Online Ad,7,70,Always,Yes,No
4557,36,Male,Houston,Pescatarian,12,Religious,Overnight,Mediterranean,7,Rarely,Yoga,Regularly,Never,PhD,Entrepreneur,High,4,Yes,No,Adventurous,Jazz,Romance,18,3,Weekly,Often,Friends,4,65,Rarely,No,No
4558,32,Male,San Jose,Vegan,17,Religious,Overnight,Asian,1,Rarely,Yoga,Regularly,Regularly,Bachelor's,Entrepreneur,Middle,0,No,Yes,Relaxing,Rock,Comedy,10,9,Weekly,Often,Social Media,22,87,Always,Yes,No
4559,26,Female,Philadelphia,Vegetarian,2,Religious,Overnight,Asian,10,Rarely,Music,Socially,Socially,Master's,Engineer,High,4,No,No,Cultural,Classical,Romance,8,10,Weekly,Never,Social Media,1,74,Often,No,No
4560,38,Male,New York,Vegetarian,12,Health,In Phases,Western,5,Daily,Hiking,Never,Socially,High School,Teacher,Low,4,Yes,No,Adventurous,Pop,Comedy,9,8,Monthly,Often,Friends,19,92,Rarely,No,No
4561,46,Female,San Diego,Vegan,11,Health,In Phases,Indian,2,Rarely,Reading,Regularly,Regularly,Master's,Teacher,Low,2,No,Yes,Relaxing,Jazz,Action,1,7,Monthly,Never,Friends,3,69,Always,No,No
4562,23,Female,Houston,Pescatarian,15,Religious,Gradual,Asian,2,Daily,Yoga,Socially,Regularly,Master's,Artist,Low,2,Yes,No,Adventurous,Rock,Documentary,5,3,Weekly,Often,Friends,21,80,Always,No,No
4563,18,Female,Dallas,Vegan,10,Health,Gradual,Western,6,Weekly,Yoga,Regularly,Never,High School,Entrepreneur,Low,0,Yes,No,Rarely Travel,Classical,Documentary,12,1,Weekly,Never,Friends,7,63,Always,No,No
4564,43,Male,San Antonio,Raw Vegan,5,Ethical,Overnight,Indian,6,Weekly,Reading,Socially,Never,PhD,Artist,Middle,5,No,No,Adventurous,Rock,Action,20,7,Weekly,Never,Online Ad,5,87,Rarely,No,No
4565,36,Female,Houston,Pescatarian,9,Environmental,Overnight,Asian,8,Daily,Hiking,Never,Regularly,Master's,Engineer,Low,0,No,Yes,Cultural,Classical,Documentary,4,4,Monthly,Often,Online Ad,11,79,Rarely,No,Yes
4566,27,Female,San Antonio,Vegetarian,20,Religious,In Phases,Western,1,Weekly,Reading,Never,Never,High School,Entrepreneur,Low,0,No,No,Rarely Travel,Classical,Action,4,1,Monthly,Rarely,Social Media,8,56,Always,No,No
4567,32,Male,San Antonio,Vegan,13,Ethical,Gradual,Mediterranean,9,Daily,Music,Regularly,Socially,Bachelor's,Teacher,Middle,0,Yes,No,Adventurous,Jazz,Action,18,4,Monthly,Often,Online Ad,4,97,Often,No,Yes
4568,31,Female,Chicago,Raw Vegan,6,Health,Overnight,Western,4,Weekly,Hiking,Regularly,Never,Bachelor's,Artist,High,0,No,Yes,Rarely Travel,Classical,Action,17,6,Daily,Rarely,Online Ad,16,90,Often,No,No
4569,47,Male,San Diego,Vegan,5,Environmental,Gradual,Indian,10,Daily,Reading,Never,Socially,High School,Teacher,Middle,3,Yes,No,Rarely Travel,Classical,Romance,3,5,Daily,Rarely,Online Ad,4,93,Always,No,Yes
4570,30,Male,Houston,Raw Vegan,14,Religious,Overnight,Asian,3,Rarely,Music,Never,Regularly,Bachelor's,Artist,Middle,0,No,No,Cultural,Rock,Comedy,15,4,Monthly,Rarely,Online Ad,1,61,Rarely,No,No
4571,48,Female,Dallas,Vegetarian,6,Ethical,Overnight,Mediterranean,6,Rarely,Reading,Socially,Socially,Bachelor's,Entrepreneur,High,1,No,Yes,Relaxing,Jazz,Action,8,2,Daily,Rarely,Social Media,21,69,Often,No,No
4572,32,Male,New York,Vegetarian,7,Environmental,Overnight,Western,10,Rarely,Hiking,Socially,Never,Master's,Entrepreneur,High,4,No,Yes,Cultural,Classical,Comedy,18,5,Daily,Never,Social Media,10,59,Rarely,No,Yes
4573,31,Male,Philadelphia,Raw Vegan,8,Religious,Overnight,Mediterranean,6,Weekly,Yoga,Regularly,Regularly,PhD,Engineer,Low,4,No,No,Relaxing,Jazz,Action,19,4,Weekly,Often,Friends,23,81,Often,No,Yes
4574,48,Other,Philadelphia,Pescatarian,13,Environmental,In Phases,Asian,10,Weekly,Hiking,Regularly,Never,PhD,Teacher,High,1,No,No,Rarely Travel,Pop,Comedy,1,7,Monthly,Never,Online Ad,21,50,Rarely,No,No
4575,29,Female,New York,Vegan,14,Ethical,Overnight,Indian,7,Daily,Music,Socially,Socially,Master's,Doctor,Low,4,No,No,Rarely Travel,Classical,Romance,3,9,Weekly,Never,Friends,9,71,Often,No,No
4576,37,Female,Houston,Vegan,2,Environmental,In Phases,Asian,3,Daily,Hiking,Never,Socially,Master's,Teacher,Low,1,No,Yes,Rarely Travel,Pop,Comedy,20,7,Weekly,Never,Social Media,17,65,Rarely,No,No
4577,35,Male,San Jose,Pescatarian,9,Ethical,In Phases,Western,9,Weekly,Music,Never,Socially,Master's,Entrepreneur,Low,4,No,No,Cultural,Jazz,Action,18,2,Weekly,Rarely,Social Media,11,92,Rarely,No,No
4578,30,Female,Los Angeles,Pescatarian,19,Religious,In Phases,Western,2,Daily,Music,Regularly,Never,Bachelor's,Artist,High,4,Yes,Yes,Rarely Travel,Rock,Documentary,9,1,Daily,Never,Social Media,13,98,Often,No,No
4579,49,Female,San Antonio,Vegan,19,Health,In Phases,Mediterranean,6,Daily,Music,Regularly,Never,High School,Entrepreneur,High,2,No,Yes,Relaxing,Rock,Romance,18,1,Daily,Rarely,Friends,16,59,Often,Yes,No
4580,28,Female,Los Angeles,Vegetarian,17,Religious,In Phases,Mediterranean,10,Weekly,Reading,Socially,Socially,High School,Doctor,High,5,No,No,Rarely Travel,Rock,Action,11,10,Weekly,Rarely,Social Media,7,51,Always,No,No
4581,29,Male,Dallas,Vegan,18,Environmental,Gradual,Asian,6,Weekly,Hiking,Socially,Never,High School,Engineer,Low,5,No,Yes,Rarely Travel,Rock,Action,12,7,Monthly,Never,Social Media,12,71,Rarely,No,No
4582,29,Male,New York,Raw Vegan,12,Health,Gradual,Indian,3,Daily,Hiking,Socially,Never,Master's,Engineer,High,1,Yes,Yes,Cultural,Jazz,Comedy,5,5,Daily,Never,Friends,11,76,Rarely,No,No
4583,37,Female,Chicago,Pescatarian,1,Health,Overnight,Mediterranean,4,Weekly,Music,Regularly,Never,Master's,Teacher,Low,0,No,Yes,Relaxing,Jazz,Romance,12,10,Weekly,Never,Online Ad,14,50,Rarely,No,No
4584,25,Male,Los Angeles,Raw Vegan,17,Religious,Overnight,Western,2,Rarely,Yoga,Never,Never,Master's,Engineer,High,1,Yes,No,Relaxing,Pop,Documentary,9,1,Weekly,Rarely,Friends,22,68,Often,Yes,No
4585,45,Male,San Jose,Vegetarian,20,Environmental,Gradual,Indian,4,Rarely,Hiking,Never,Socially,Master's,Artist,Middle,1,No,Yes,Rarely Travel,Jazz,Romance,3,5,Daily,Often,Friends,14,74,Always,Yes,No
4586,32,Female,Philadelphia,Vegetarian,16,Religious,Overnight,Mediterranean,4,Rarely,Music,Never,Socially,Master's,Engineer,Low,1,Yes,Yes,Cultural,Rock,Documentary,8,1,Weekly,Never,Social Media,21,65,Often,No,Yes
4587,21,Female,Phoenix,Pescatarian,13,Health,Gradual,Indian,5,Weekly,Yoga,Regularly,Never,Master's,Entrepreneur,Middle,5,No,Yes,Adventurous,Rock,Documentary,9,7,Monthly,Rarely,Friends,13,83,Always,No,Yes
4588,23,Female,Phoenix,Vegan,15,Health,Gradual,Indian,9,Weekly,Music,Never,Regularly,Bachelor's,Teacher,Low,5,No,No,Cultural,Classical,Action,12,8,Daily,Often,Online Ad,17,65,Always,No,No
4589,33,Male,San Diego,Raw Vegan,1,Religious,In Phases,Mediterranean,5,Rarely,Hiking,Socially,Regularly,Bachelor's,Teacher,High,4,No,No,Rarely Travel,Jazz,Comedy,4,2,Daily,Never,Friends,5,81,Always,No,No
4590,33,Female,New York,Vegan,19,Religious,Gradual,Western,5,Daily,Music,Socially,Never,High School,Engineer,Middle,1,No,No,Rarely Travel,Jazz,Documentary,20,10,Monthly,Never,Online Ad,18,69,Rarely,No,Yes
4591,20,Female,Los Angeles,Raw Vegan,7,Ethical,In Phases,Western,8,Rarely,Music,Never,Regularly,Master's,Engineer,Middle,3,No,Yes,Rarely Travel,Rock,Documentary,2,9,Daily,Often,Friends,1,83,Rarely,No,No
4592,34,Male,San Jose,Pescatarian,11,Health,Overnight,Mediterranean,10,Rarely,Reading,Socially,Never,PhD,Teacher,High,0,No,Yes,Adventurous,Jazz,Documentary,3,10,Daily,Rarely,Friends,2,68,Always,No,Yes
4593,18,Female,San Jose,Vegan,6,Health,Gradual,Indian,4,Daily,Music,Regularly,Socially,Master's,Entrepreneur,Middle,3,Yes,No,Adventurous,Rock,Documentary,15,2,Monthly,Often,Social Media,13,82,Often,No,No
4594,34,Female,Dallas,Raw Vegan,17,Ethical,In Phases,Western,7,Weekly,Hiking,Never,Socially,Bachelor's,Entrepreneur,Middle,5,No,No,Adventurous,Jazz,Action,7,1,Monthly,Often,Social Media,24,77,Rarely,No,No
4595,38,Female,Chicago,Pescatarian,13,Health,Gradual,Western,7,Daily,Music,Regularly,Never,High School,Doctor,Low,2,Yes,No,Relaxing,Rock,Comedy,18,5,Monthly,Rarely,Online Ad,16,91,Often,No,No
4596,34,Other,Chicago,Vegan,7,Environmental,In Phases,Mediterranean,1,Daily,Music,Socially,Never,High School,Artist,High,1,No,Yes,Cultural,Classical,Comedy,11,8,Weekly,Often,Social Media,16,60,Rarely,No,No
4597,34,Other,San Antonio,Pescatarian,13,Religious,Overnight,Mediterranean,3,Daily,Yoga,Never,Socially,Bachelor's,Entrepreneur,Low,0,No,No,Cultural,Rock,Action,12,1,Monthly,Never,Social Media,14,61,Often,No,Yes
4598,31,Female,Phoenix,Vegan,19,Religious,In Phases,Western,4,Daily,Hiking,Regularly,Regularly,PhD,Doctor,Middle,0,Yes,No,Adventurous,Pop,Documentary,20,9,Weekly,Never,Friends,23,70,Always,No,Yes
4599,43,Male,Dallas,Vegetarian,17,Health,Gradual,Mediterranean,8,Weekly,Music,Regularly,Regularly,Master's,Teacher,High,4,No,Yes,Rarely Travel,Pop,Romance,13,1,Monthly,Often,Friends,1,94,Rarely,No,No
4600,48,Female,Los Angeles,Vegan,16,Health,In Phases,Western,3,Rarely,Hiking,Regularly,Never,PhD,Artist,Low,1,No,No,Relaxing,Pop,Action,20,2,Monthly,Rarely,Online Ad,20,74,Often,No,No
4601,38,Male,Los Angeles,Raw Vegan,16,Religious,Overnight,Asian,2,Daily,Music,Socially,Never,PhD,Teacher,Low,4,No,No,Relaxing,Pop,Comedy,1,6,Weekly,Often,Friends,8,90,Rarely,No,No
4602,22,Female,San Antonio,Vegetarian,4,Environmental,Overnight,Indian,1,Rarely,Music,Socially,Socially,High School,Doctor,Low,2,Yes,Yes,Cultural,Pop,Romance,8,7,Daily,Rarely,Social Media,13,77,Always,No,No
4603,23,Female,San Jose,Pescatarian,8,Ethical,Gradual,Asian,7,Weekly,Hiking,Socially,Socially,High School,Artist,Middle,4,No,No,Cultural,Pop,Action,9,8,Monthly,Never,Friends,10,79,Often,No,Yes
4604,28,Male,Chicago,Vegan,9,Religious,Overnight,Asian,10,Daily,Yoga,Never,Socially,Master's,Artist,Low,4,Yes,Yes,Rarely Travel,Classical,Action,18,9,Monthly,Often,Online Ad,10,89,Always,No,Yes
4605,28,Female,Philadelphia,Raw Vegan,17,Environmental,In Phases,Western,6,Rarely,Yoga,Socially,Socially,Bachelor's,Entrepreneur,Middle,1,No,No,Rarely Travel,Jazz,Documentary,3,2,Daily,Never,Social Media,9,58,Often,No,Yes
4606,36,Female,Phoenix,Vegan,10,Religious,Gradual,Indian,3,Weekly,Hiking,Never,Never,PhD,Doctor,Low,5,Yes,Yes,Cultural,Pop,Comedy,18,5,Daily,Never,Online Ad,24,89,Rarely,No,No
4607,36,Female,San Diego,Vegetarian,17,Health,Gradual,Western,1,Weekly,Music,Regularly,Never,Master's,Entrepreneur,Low,1,No,Yes,Cultural,Jazz,Romance,16,4,Monthly,Rarely,Social Media,2,53,Always,Yes,Yes
4608,31,Female,Philadelphia,Vegan,3,Religious,Overnight,Western,10,Weekly,Yoga,Socially,Never,Bachelor's,Doctor,Middle,5,No,Yes,Adventurous,Rock,Documentary,15,4,Monthly,Often,Friends,4,71,Often,No,Yes
4609,20,Female,San Antonio,Vegan,4,Health,Gradual,Asian,6,Rarely,Hiking,Never,Socially,Bachelor's,Entrepreneur,High,1,No,No,Adventurous,Jazz,Documentary,4,10,Monthly,Often,Social Media,4,92,Often,No,Yes
4610,34,Male,Phoenix,Raw Vegan,1,Environmental,Overnight,Western,7,Rarely,Music,Socially,Socially,High School,Teacher,Low,0,No,Yes,Cultural,Jazz,Documentary,18,2,Daily,Never,Social Media,24,84,Often,No,No
4611,28,Female,Houston,Vegetarian,19,Environmental,Gradual,Indian,7,Daily,Music,Never,Never,Bachelor's,Artist,High,3,No,Yes,Cultural,Rock,Romance,13,3,Monthly,Never,Social Media,8,54,Always,No,Yes
4612,18,Male,Houston,Vegan,19,Health,Gradual,Mediterranean,9,Weekly,Music,Never,Never,Master's,Teacher,High,5,No,No,Relaxing,Rock,Action,13,5,Monthly,Rarely,Online Ad,13,67,Always,No,No
4613,29,Male,San Diego,Vegan,8,Environmental,Gradual,Western,1,Daily,Music,Never,Socially,Master's,Entrepreneur,High,0,No,Yes,Rarely Travel,Jazz,Comedy,8,1,Monthly,Often,Social Media,5,63,Often,No,No
4614,32,Male,San Antonio,Vegetarian,13,Health,Overnight,Indian,1,Weekly,Hiking,Regularly,Never,High School,Artist,Middle,2,No,Yes,Cultural,Classical,Romance,10,4,Weekly,Often,Social Media,6,99,Rarely,Yes,Yes
4615,34,Female,Dallas,Vegetarian,8,Health,In Phases,Mediterranean,1,Rarely,Reading,Socially,Never,PhD,Artist,Middle,2,Yes,No,Cultural,Rock,Romance,9,5,Daily,Rarely,Friends,9,88,Often,No,Yes
4616,24,Male,San Jose,Vegan,18,Health,In Phases,Mediterranean,4,Weekly,Music,Regularly,Socially,Master's,Teacher,Middle,2,No,Yes,Cultural,Rock,Documentary,9,6,Monthly,Rarely,Friends,2,67,Rarely,No,No
4617,45,Male,New York,Pescatarian,8,Religious,Overnight,Asian,7,Daily,Reading,Regularly,Never,Master's,Artist,Low,3,No,Yes,Adventurous,Jazz,Documentary,5,7,Weekly,Rarely,Friends,4,76,Often,No,No
4618,42,Female,San Diego,Vegetarian,16,Religious,In Phases,Asian,4,Weekly,Music,Regularly,Regularly,Bachelor's,Teacher,Middle,1,No,No,Adventurous,Pop,Action,7,4,Daily,Never,Online Ad,18,98,Always,No,Yes
4619,25,Other,San Jose,Vegan,20,Health,Overnight,Indian,7,Rarely,Hiking,Socially,Regularly,Master's,Doctor,Middle,5,No,No,Relaxing,Pop,Action,19,9,Daily,Rarely,Social Media,13,79,Always,No,Yes
4620,28,Female,New York,Vegan,14,Religious,Gradual,Asian,3,Rarely,Music,Never,Socially,High School,Artist,Middle,5,No,No,Adventurous,Rock,Action,19,4,Daily,Often,Social Media,10,51,Rarely,No,Yes
4621,47,Female,San Diego,Raw Vegan,1,Environmental,Overnight,Indian,5,Weekly,Music,Never,Never,Bachelor's,Teacher,Middle,0,No,No,Relaxing,Jazz,Documentary,8,2,Daily,Rarely,Online Ad,1,61,Rarely,No,Yes
4622,21,Female,Chicago,Vegetarian,7,Ethical,In Phases,Asian,2,Daily,Reading,Never,Regularly,Bachelor's,Entrepreneur,Low,0,No,No,Cultural,Rock,Romance,15,1,Monthly,Rarely,Friends,7,79,Always,No,No
4623,42,Male,Chicago,Vegan,17,Ethical,In Phases,Mediterranean,6,Weekly,Music,Never,Socially,PhD,Doctor,Middle,5,No,No,Relaxing,Rock,Comedy,6,7,Monthly,Never,Online Ad,1,78,Often,No,No
4624,25,Female,Los Angeles,Vegan,5,Health,Overnight,Indian,4,Weekly,Reading,Socially,Socially,Master's,Entrepreneur,Low,5,Yes,Yes,Cultural,Classical,Romance,16,7,Daily,Rarely,Friends,10,91,Always,No,No
